,index,Track,Artist,Album,Plays,Year,Month,Hour,Temperature
1933,1793,About You,Trey Songz,Trigga Reloaded,2,2017.5,6.5,10.5,66.5
1934,1803,2 Phones,Kevin Gates,Islah (Deluxe),2,2017.5,6.5,7.0,66.5
1935,1991,Bucket List,Moods,Chillhop Essentials Spring 2019,2,2018.5,6.0,12.5,66.25
1936,1026,Pyramids,Frank Ocean,channel ORANGE,2,2017.0,8.5,13.0,66.0
1937,1598,Baptized in Fire,Kid Cudi,Passion Pain & Demon Slayin',2,2017.0,11.0,13.5,66.0
1938,1716,Skateboard P (feat. Big Sean),Madeintyo,Skateboard P (feat. Big Sean),2,2019.0,6.0,15.0,66.0
1939,3,You and I,Jakob Ogawa,April,2,2020.0,9.5,19.5,65.75
1940,60,Why,Dominic Fike,What Could Possibly Go Wrong,2,2018.5,9.0,11.0,65.75
1941,1380,XANARCHY,Lil Xan,Xanarchy,2,2019.0,9.0,12.5,65.75
1942,2053,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,2,2020.0,5.0,15.5,65.75
1943,2523,In Da Club,50 Cent,Get Rich or Die Tryin',2,2018.5,10.0,16.0,65.75
1944,34,Moonboy,Bennett Coast,Moonboy,2,2020.0,9.0,15.0,65.5
1945,63,Run!,Ramsey the Fourth,Run!,2,2020.0,9.0,14.5,65.5
1946,1338,Let's Go Get Stoned,Sublime,40oz. To Freedom,2,2020.0,10.0,1.0,65.5
1947,1343,It's Not the Same Anymore,Rex Orange County,Pony,2,2019.0,10.0,18.5,65.5
1948,2497,i fell in love with you one night in september,ROOK1E,Dreams for Two,2,2019.5,6.0,18.0,65.25
1949,1985,Gameboy in Traffic,Jaeden Camstra,Kids' Menu,2,2019.0,6.5,17.0,65.0
1950,1987,ocean floor,Mommy,lovely currents,2,2019.0,6.5,16.5,65.0
1951,1996,New York - Extended,StriveAU,Vans with My Ol' Sweater,2,2019.0,6.5,16.5,65.0
1952,2008,3000 Shots,sleepdealer,Chop Me Up,2,2019.0,6.5,16.0,65.0
1953,2592,So Tied Up,Cold War Kids,La Divine,2,2018.0,5.5,16.0,64.75
1954,3098,Duro,Tekno,Duro,2,2018.0,4.5,15.0,64.75
1955,1461,KEEP THAT SHIT (feat. Takeoff),Quavo,Quavo Huncho,2,2018.0,10.0,10.5,64.5
1956,1216,Anxious,Hippo Campus,Bambi,2,2018.0,10.0,16.0,64.25
1957,2660,Apricot Princess,Rex Orange County,Apricot Princess,2,2019.5,4.5,15.0,64.25
1958,2663,Happiness,Rex Orange County,Apricot Princess,2,2019.5,4.5,15.0,64.25
1959,1235,Blue Bossa - Remastered,Joe Henderson,Afrodisia,2,2020.0,10.0,14.5,64.0
1960,1244,inter-are,Mark Guiliana Jazz Quartet,Jersey,2,2020.0,10.0,14.5,64.0
1961,1148,Uproar,Lil Wayne,Tha Carter V,2,2019.0,10.5,10.5,63.75
1962,3202,Me & You Together Song,The 1975,Me & You Together Song,2,2020.0,3.0,14.5,63.75
1963,693,Identity Theft,Kodak Black,DYING TO LIVE,2,2019.0,9.5,18.0,63.0
1964,3765,Loud(y),Lewis Del Mar,Loud(y),2,2018.0,11.0,18.5,63.0
1965,1368,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Sunflower (Spider-Man: Into the Spider-Verse),2,2018.5,11.0,11.5,62.75
1966,2990,Under Pressure - Remastered,Queen,Hot Space (Deluxe Remastered Version),2,2019.5,4.0,10.5,62.75
1967,3109,I'm A Big Deal,Christopher Martin,INTOXXICATED RIDDIM,2,2018.5,4.5,13.5,62.75
1968,3482,Rodeo - feat. Nas,Lil Nas X,Rodeo (feat. Nas),2,2020.0,2.0,15.0,62.75
1969,1093,Follow Me,Hardwell,United We Are,2,2017.0,10.0,16.0,62.5
1970,2791,Liquor Locker,Vic Mensa,There's Alot Going On,2,2018.0,4.5,1.5,62.5
1971,2964,Myself,NAV,NAV,2,2017.5,4.5,12.0,62.5
1972,3128,All On Me,Gyptian,All On Me - Single,2,2019.0,3.5,16.5,62.5
1973,3126,Welcome to Jamrock,Damian Marley,Welcome to Jamrock,2,2018.5,3.5,14.0,62.25
1974,2929,Everyday We Lit (feat. PnB Rock),YFN Lucci,Everyday We Lit,2,2019.5,4.5,20.0,61.75
1975,3144,I'm Up (feat. Kid Ink & French Montana),Omarion,I'm Up (feat. Kid Ink & French Montana),2,2018.5,3.5,8.5,61.75
1976,3471,Uprising,Muse,The Resistance,2,2019.0,5.0,17.5,61.75
1977,3677,The Christmas Song (Chestnuts Roasting on an Open Fire),Justin Bieber,Under the Mistletoe (Deluxe Edition),2,2019.5,6.5,13.5,61.75
1978,1285,Old Friends,Pinegrove,Cardinal,2,2018.0,10.5,18.5,61.5
1979,2164,Flex,Playboi Carti,Playboi Carti,2,2018.5,10.0,13.0,61.5
1980,3219,Real Life - Edit,TST,Real Life,2,2020.0,4.0,2.0,61.5
1981,1233,Maiden Voyage,Marquis Hill,The Way We Play,2,2020.0,9.5,17.0,61.25
1982,1948,Senior Skip Day,Mac Miller,K.I.D.S.,2,2019.0,10.5,7.5,61.25
1983,3262,CoCo,O.T. Genasis,Coco,2,2018.5,7.5,17.0,61.25
1984,932,infinity (888) - feat. Joey Bada$$,XXXTentacion,?,2,2018.5,8.5,4.0,61.0
1985,1630,Freestyle 4,Kanye West,The Life of Pablo,2,2019.0,10.5,13.5,60.75
1986,3070,Supernova,Adrian Coly,Supernova,2,2019.5,3.0,12.0,60.75
1987,2746,Easily,Bruno Major,A Song For every Moon,2,2019.5,4.0,23.0,60.25
1988,3340,The Cave,Mumford & Sons,Sigh No More,2,2019.0,2.5,12.0,60.25
1989,660,Money talk,T.I.,Money Talk,2,2017.5,7.5,14.0,59.5
1990,794,Y 2 K,The Spare Keys,Y 2 K,2,2019.0,11.0,8.0,59.5
1991,3296,Chemical Imbalance,NEIGHBOURHOOD VOID,Childhood Trauma (When I Grow up... I Wanna Feel Normal),2,2018.0,2.5,9.5,59.5
1992,1445,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),Gucci Mane,Mr. Davis,2,2017.0,10.0,11.0,58.5
1993,3333,What a Wonderful World,Louis Armstrong,What A Wonderful World,2,2020.0,2.5,19.0,57.75
1994,1378,Ignition - Remix,R. Kelly,Chocolate Factory,2,2019.0,6.5,11.0,57.5
1995,353,Way Back When,Kodaline,In a Perfect World,2,2018.0,11.0,11.5,57.0
1996,354,Pray,Kodaline,In a Perfect World,2,2018.0,11.0,11.5,57.0
1997,1275,Naruto Main Theme - Instrumental (from Naruto),Duc De Japan,Anime Wave,2,2020.0,11.0,21.0,57.0
1998,1290,STAR,BROCKHAMPTON,SATURATION,2,2018.0,11.0,14.0,57.0
1999,3351,Coins,Local Natives,Sunlit Youth,2,2019.0,6.5,11.5,57.0
2000,3779,The Real Slim Shady,Eminem,Curtain Call,2,2018.0,11.0,15.0,57.0
2001,3030,Bad Ass - Remix,Kid Ink,Almost Home,2,2017.5,3.0,8.0,56.25
2002,3142,Studio,ScHoolboy Q,Oxymoron (Deluxe),2,2017.5,8.0,10.5,56.0
2003,3253,Forever Young,Alphaville,Forever Young,2,2018.0,3.0,13.5,55.75
2004,1167,Wrung Out and Hanging (On West Coast Time),The Districts,Telephone,2,2018.0,11.5,4.0,55.5
2005,1169,Telephone,The Districts,Telephone,2,2018.0,11.5,3.5,55.5
2006,1170,Sleepy Song Pt. 2,The Districts,Telephone,2,2018.0,11.5,3.5,55.5
2007,1173,Where We Started,The Districts,Telephone,2,2018.0,11.5,3.0,55.5
2008,504,Darling,Real Estate,In Mind,2,2019.5,6.5,14.0,55.0
2009,3373,Silver Lining,Mt. Joy,Mt. Joy,2,2019.0,2.0,17.5,55.0
2010,3368,Favorite Song,Chance the Rapper,Acid Rap,2,2020.0,2.0,17.0,54.75
2011,838,scorton's creek - re-imagined by filous,Isaac Dunbar,scorton's creek (re-imagined by filous),2,2020.0,11.0,16.0,54.0
2012,1105,Freak The Freak Out,Victorious Cast,VICTORiOUS: Music From the Hit TV Show,2,2019.0,11.0,11.0,54.0
2013,3245,Make It Bun Dem,Skrillex,Make It Bun Dem After Hours EP,2,2018.5,3.0,11.5,54.0
2014,3150,French Inhale,[bsd.u],444,2,2019.0,4.0,13.0,53.5
2015,781,Weekend Friend,Goth Babe,Weekend Friend,2,2020.0,11.0,15.0,53.25
2016,1153,Spice Girl,Aminé,Good for You,2,2020.0,7.0,15.5,53.25
2017,967,Drill Time,Slim Jesus,DRILL TIME,2,2019.0,10.5,19.5,53.0
2018,3382,Lovers Rock,TV Girl,French Exit,2,2019.0,2.0,10.5,53.0
2019,3506,Stars,Future Generations,Future Generations,2,2019.0,2.0,18.0,53.0
2020,3371,The Way You Used to Do,Queens of the Stone Age,Villains,2,2018.0,7.0,22.0,52.5
2021,3257,Testify,Future,HNDRXX,2,2018.5,7.5,19.5,52.25
2022,1251,Main Chick (Feat. Chris Brown),Kid Ink,My Own Lane,2,2018.5,6.0,15.0,51.75
2023,3299,Something Is Not Right With Me,Cold War Kids,Loyalty to Loyalty,2,2018.0,3.0,9.0,51.75
2024,1157,Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,Not All Heroes Wear Capes,2,2018.0,11.0,14.0,51.25
2025,426,Politics & Violence,Dominic Fike,What Could Possibly Go Wrong,2,2020.0,11.0,18.5,51.0
2026,3255,Jingle Bells (Instrumental Version) [Karaoke Version],Stewart Peters,Christmas Party Karaoke,2,2018.0,3.0,13.0,51.0
2027,3339,Tomorrow,Chris Young,Neon,2,2020.0,2.0,17.5,51.0
2028,3504,ZIPPER,BROCKHAMPTON,SATURATION III,2,2018.0,1.5,12.5,51.0
2029,3145,Westside,Ty Dolla $ign,Free TC (Deluxe),2,2019.0,2.5,8.0,50.75
2030,1131,Sundays,Aminé,Good for You,2,2018.0,11.5,7.0,50.5
2031,1438,U,Jaden,SYRE,2,2018.5,5.5,9.5,50.5
2032,3234,Electric (feat. Khalid),Alina Baraz,Electric (feat. Khalid),2,2018.5,3.0,11.0,50.5
2033,3239,Wanted Dread and Alive - 2002 Remaster,Peter Tosh,Wanted Dread And Alive,2,2019.5,3.0,16.0,50.5
2034,3266,Bad Ass (feat. Meek Mill & Wale) - Remix,Kid Ink,Almost Home,2,2020.0,2.5,17.5,50.0
2035,3283,Saturdays (feat. HAIM),Twin Shadow,Saturdays (feat. HAIM),2,2019.5,2.0,12.5,49.75
2036,17,Useless,Omar Apollo,Apolonio,2,2020.0,11.0,18.5,49.25
2037,20,Revvin' my CJ7,Summer Salt,So Polite,2,2020.0,11.0,18.5,49.25
2038,24,Port,Fear Of Making Out,Port,2,2020.0,11.0,18.0,49.25
2039,30,wash,mae krell,wash,2,2020.0,11.0,18.5,49.25
2040,33,When My Life Is Over,Banes World,When My Life Is Over,2,2020.0,11.0,18.0,49.25
2041,35,Getting Closer,Yellow Days,Getting Closer,2,2020.0,11.0,18.5,49.25
2042,36,HEADY,Reaper,heady,2,2020.0,11.0,18.0,49.25
2043,47,Uncle Pedro,Tommy Richman,Uncle Pedro,2,2020.0,11.0,17.5,49.25
2044,49,Too Fast,YEEK,Too Fast,2,2020.0,11.0,17.5,49.25
2045,50,Pretty Boy (feat. Lil Yachty),Joji,Nectar,2,2020.0,11.0,17.5,49.25
2046,54,teen sex version b,infinite bisous,2 b-sides (2015),2,2020.0,11.0,17.5,49.25
2047,55,I Don't Wanna Be Okay Without You,Charlie Burg,Live in Peter's Attic,2,2020.0,11.0,17.5,49.25
2048,57,Nico's Red Truck,DIJON,Nico's Red Truck,2,2020.0,11.0,17.0,49.25
2049,61,King,Serena Isioma,King,2,2020.0,11.0,17.5,49.25
2050,65,Weirdo,More Fatter,Weirdo,2,2020.0,11.0,17.5,49.25
2051,959,Worst Luck,6LACK,Free 6LACK,2,2019.0,7.5,15.0,49.25
2052,3726,C'est La Vie,Maurice Moore,C'est la vie,2,2018.0,12.0,14.5,49.25
2053,1396,Going Bad (feat. Drake),Meek Mill,Championships,2,2019.0,11.0,14.5,49.0
2054,360,Shine on You Crazy Diamond (Pts. 1-5),Pink Floyd,Wish You Were Here,2,2018.0,11.0,7.0,48.75
2055,1458,You've Got a Friend in Me,Rex Orange County,You've Got a Friend in Me,2,2018.0,11.0,11.5,48.75
2056,348,All Comes Down,Kodaline,In a Perfect World,2,2018.0,11.0,0.5,48.5
2057,349,Big Bad World,Kodaline,In a Perfect World,2,2018.0,11.0,0.5,48.5
2058,351,Brand New Day,Kodaline,In a Perfect World,2,2018.0,11.0,0.5,48.5
2059,3183,Old Roots New Trees,Made in M,Nest,2,2019.0,4.0,16.0,48.5
2060,3238,Vivir Mi Vida,Marc Anthony,3.0,2,2019.5,2.0,13.5,48.5
2061,1024,White Ferrari,Frank Ocean,Blonde,2,2018.5,6.5,1.5,48.25
2062,1236,You'd Be so Nice to Come Home To,Art Pepper,Art Pepper Meets The Rhythm Section,2,2020.0,11.0,14.5,48.0
2063,3666,Had Enough (feat. Quavo & Offset),Don Toliver,JACKBOYS,2,2019.5,6.5,14.5,47.75
2064,1021,Another One Bites The Dust - Remastered 2011,Queen,The Game (Deluxe Remastered Version),2,2018.0,11.5,20.0,47.5
2065,3399,Downtown,Majical Cloudz,Downtown,2,2019.0,1.5,2.5,47.5
2066,3408,Worth It,Moses Sumney,Worth It,2,2019.0,1.5,2.0,47.5
2067,3418,La Lune,Billie Marten,La Lune,2,2019.0,1.5,3.0,47.5
2068,3474,Any Colour You Like,Pink Floyd,The Dark Side of the Moon,2,2020.0,2.0,0.5,46.25
2069,3475,Us and Them,Pink Floyd,The Dark Side of the Moon,2,2020.0,2.0,0.5,46.25
2070,3476,The Great Gig in the Sky,Pink Floyd,The Dark Side of the Moon,2,2020.0,2.0,0.5,46.25
2071,3477,On the Run,Pink Floyd,The Dark Side of the Moon,2,2020.0,2.0,0.5,46.25
2072,3478,Speak to Me,Pink Floyd,The Dark Side of the Moon,2,2020.0,2.0,0.5,46.25
2073,3306,GDFR (feat. Sage the Gemini & Lookas),Flo Rida,Gdfr (feat. Sage The Gemini & Lookas),2,2019.0,2.0,16.5,45.5
2074,3612,Ruthless,The Marías,Superclean Vol. II,2,2019.0,1.0,3.0,45.25
2075,3614,Landfill,Daughter,His Young Heart EP,2,2019.0,1.0,2.0,45.25
2076,3615,Forget About Life,Alvvays,Antisocialites,2,2019.0,1.0,2.0,45.25
2077,3718,What Have I Done?,Cursive,Mama I'm Swollen,2,2018.5,12.0,14.5,45.25
2078,944,Monsoon,Hippo Campus,Landmark,2,2019.0,11.0,17.0,45.0
2079,3332,Yesterday's Clothes,Ripe,Joy in the Wild Unknown,2,2019.0,3.0,10.5,45.0
2080,3629,VIBEZ,DaBaby,KIRK,2,2020.0,1.0,16.0,44.75
2081,3400,please don't,mxmtoon,please don't,2,2019.0,1.5,3.0,44.25
2082,3681,Futsal Shuffle 2020,Lil Uzi Vert,Futsal Shuffle 2020,2,2019.0,12.0,13.0,44.0
2083,3525,Stellar,Jamila Woods,Heavn,2,2019.0,2.0,3.5,43.0
2084,3533,Ride Slow,Russ,There's Really a Wolf,2,2019.0,2.0,2.5,43.0
2085,3304,Me Name Jr. Gong,Damian Marley,Mr. Marley,2,2018.0,2.0,15.5,42.0
2086,3543,From Eden,Hozier,Hozier (Expanded Edition),2,2018.5,7.0,4.5,41.75
2087,3560,XX,Marc E. Bassy,East Hollywood,2,2018.5,7.0,4.0,41.75
2088,3610,Haunted,Lilyan,Haunted,2,2020.0,1.0,21.0,41.75
2089,3334,Little Lighter,Ripe,Joy in the Wild Unknown,2,2019.0,3.0,11.0,41.25
2090,3660,Mountain At My Gates,Foals,What Went Down,2,2018.5,6.5,10.0,41.25
2091,3534,We Find Love,Daniel Caesar,Freudian,2,2019.0,1.5,13.5,40.5
2092,3751,Tap Water Drinking,Lewis Del Mar,Lewis Del Mar,2,2018.0,12.0,5.0,40.5
2093,3738,In Tune (& Metro Boomin),Big Sean,Double Or Nothing (& Metro Boomin),2,2017.0,12.0,14.5,40.0
2094,3739,Big Bidness (& Metro Boomin),Big Sean,Double Or Nothing (& Metro Boomin),2,2017.0,12.0,14.5,40.0
2095,3740,Even The Odds (& Metro Boomin),Big Sean,Double Or Nothing (& Metro Boomin),2,2017.0,12.0,14.0,40.0
2096,3741,Who's Stopping Me (& Metro Boomin),Big Sean,Double Or Nothing (& Metro Boomin),2,2017.0,12.0,14.0,40.0
2097,3597,Lighting Myself on Fire,Jukebox the Ghost,Let Live & Let Ghosts,2,2020.0,1.0,16.0,38.25
2098,3568,Dystopia,Normopathy,Dystopia,2,2020.0,1.0,22.0,36.5
2099,3601,Hard (feat. Tay-K and BlocBoy JB),No Jumper,Hard (feat. Tay-K and BlocBoy JB),2,2020.0,1.0,17.0,34.0
2100,2706,Sweet Creature,Harry Styles,Harry Styles,1,2020.0,7.0,12.0,86.0
2101,2732,To Be So Lonely,Harry Styles,Fine Line,1,2020.0,7.0,8.0,85.0
2102,2733,Backseat,Ryan Beatty,Dreaming of David,1,2020.0,7.0,0.0,85.0
2103,2734,Let My Baby Stay,Mac DeMarco,Salad Days,1,2020.0,7.0,0.0,85.0
2104,2736,Purity (feat. Frank Ocean),A$AP Rocky,TESTING,1,2020.0,7.0,0.0,85.0
2105,2738,No One - Kayge Calypso & DUNN Remix,Mothica,Majestic Casual - Chapter 3,1,2020.0,7.0,0.0,85.0
2106,2739,Ants Marching,Dave Matthews Band,Under the Table and Dreaming (Expanded Edition),1,2019.0,7.0,12.0,85.0
2107,2740,Life Is a Highway,Rascal Flatts,Me And My Gang,1,2019.0,7.0,12.0,85.0
2108,2802,Pumping on Your Stereo,Supergrass,Supergrass,1,2020.0,7.0,13.0,85.0
2109,2804,Circle Of Life - From The Lion King/Soundtrack,Carmen Twillie,The Lion King,1,2018.0,7.0,14.0,85.0
2110,2805,Yeah!,Usher,Confessions (Special Edition),1,2018.0,7.0,14.0,85.0
2111,2807,Fire Burning,Sean Kingston,Tomorrow,1,2018.0,7.0,13.0,85.0
2112,2809,Playboy,Trey Songz,Tremaine The Album,1,2017.0,7.0,23.0,85.0
2113,2811,Safe Sex Pay Checks,Rae Sremmurd,SremmLife,1,2017.0,7.0,4.0,85.0
2114,1593,Jefe (feat. Meek Mill),T.I.,Jefe (feat. Meek Mill),1,2018.0,10.0,12.0,84.5
2115,1595,Surfin',Kid Cudi,Passion Pain & Demon Slayin',1,2017.0,10.0,18.0,84.5
2116,1597,The Guide,Kid Cudi,Passion Pain & Demon Slayin',1,2017.0,10.0,18.0,84.5
2117,1604,Teen Angst,M83,Before the Dawn Heals Us,1,2018.0,10.0,11.0,84.0
2118,1605,Golden Skans,Klaxons,Myths of the Near Future,1,2018.0,10.0,10.0,84.0
2119,1606,The Modern Age,The Strokes,Is This It,1,2018.0,10.0,10.0,84.0
2120,1607,Automatic Stop,The Strokes,Room on Fire,1,2018.0,10.0,10.0,84.0
2121,1608,Modern Girls & Old Fashion Men,The Strokes,Modern Girls & Old Fashion Men,1,2018.0,10.0,10.0,84.0
2122,1609,Under Control,The Strokes,Room on Fire,1,2018.0,10.0,10.0,84.0
2123,1611,Gratisfaction,The Strokes,Angles,1,2018.0,10.0,10.0,84.0
2124,1612,Chances,The Strokes,Comedown Machine,1,2018.0,10.0,10.0,84.0
2125,1613,Fire and the Thud,Arctic Monkeys,Humbug,1,2018.0,10.0,10.0,84.0
2126,1614,Batphone,Arctic Monkeys,Tranquility Base Hotel & Casino,1,2018.0,10.0,10.0,84.0
2127,1615,The Ultracheese,Arctic Monkeys,Tranquility Base Hotel & Casino,1,2018.0,10.0,10.0,84.0
2128,1616,Mardy Bum,Arctic Monkeys,Whatever People Say I Am That's What I'm Not,1,2018.0,10.0,10.0,84.0
2129,2057,Pose (feat. Lil Uzi Vert),Yo Gotti,Pose (feat. Lil Uzi Vert),1,2019.0,9.0,12.0,84.0
2130,2543,Chicago Diner,KOTA The Friend,FOTO,1,2020.0,8.0,2.0,84.0
2131,2711,Regular People,Bizzle,Tough Love & Parables,1,2020.0,7.0,10.0,84.0
2132,2713,The Fresh Prince of Bel-Air,DJ Jazzy Jeff & The Fresh Prince,Greatest Hits,1,2018.0,7.0,18.0,84.0
2133,2715,Gangsta Gangsta,N.W.A,Straight Outta Compton,1,2017.0,7.0,18.0,84.0
2134,2716,Put It On,Big L,Lifestylez Ov Da Poor & Dangerous,1,2017.0,7.0,18.0,84.0
2135,2721,Everything,Lifehouse,No Name Face,1,2017.0,7.0,3.0,84.0
2136,2722,Isabellae,Higher Brothers,Black Cab,1,2017.0,7.0,0.0,84.0
2137,2758,Evergreen,Ryan Beatty,Dreaming of David,1,2020.0,7.0,20.0,84.0
2138,2759,Big Dreams,Bakar,BADKID,1,2020.0,7.0,20.0,84.0
2139,2760,VERY ALONE,Zaia,VERY ALONE,1,2020.0,7.0,19.0,84.0
2140,2761,Police on my Back - Remastered,The Clash,Sandinista! (Remastered),1,2020.0,7.0,19.0,84.0
2141,2991,Numb Numb Juice,ScHoolboy Q,CrasH Talk,1,2019.0,5.0,19.0,84.0
2142,2992,2ND HAND,$uicideboy$,KILL YOURSELF PART XII: The Dark Glacier Saga,1,2019.0,5.0,19.0,84.0
2143,2993,Kill Jill (feat. Killer Mike & Jeezy),Big Boi,Boomiverse,1,2019.0,5.0,19.0,84.0
2144,2994,Plastic Jesus 1,The Retrospective Soundtrack Players,Cool Hand Luke,1,2019.0,5.0,19.0,84.0
2145,2995,Head Full Of Doubt/Road Full Of Promise,The Avett Brothers,I and Love and You,1,2019.0,5.0,19.0,84.0
2146,1893,Stay Right Here,Saba,Stay Right Here,1,2020.0,9.0,17.0,83.5
2147,1894,II,column,II,1,2020.0,9.0,17.0,83.5
2148,1895,Learn To Fly,Surfaces,Learn To Fly (with Elton John),1,2020.0,9.0,17.0,83.5
2149,1896,PDLIF,Bon Iver,PDLIF,1,2020.0,9.0,17.0,83.5
2150,1899,Re: Stacks,Bon Iver,For Emma Forever Ago,1,2019.0,9.0,22.0,83.5
2151,1900,Revenge - Remix,Tryhardninja,Revenge (Remix),1,2019.0,9.0,20.0,83.5
2152,1905,Twenty-One,Corey Smith,The Broken Record,1,2019.0,9.0,0.0,83.5
2153,1907,I Love Kanye,Kanye West,The Life of Pablo,1,2018.0,9.0,11.0,83.5
2154,1909,Living Breathing,Ford.,Living Breathing,1,2020.0,9.0,17.0,83.5
2155,1910,STAINS,BROCKHAMPTON,SATURATION III,1,2020.0,9.0,17.0,83.5
2156,1912,Boredom (feat. Rex Orange County & Anna Of The North),Tyler the Creator,Flower Boy,1,2020.0,9.0,16.0,83.5
2157,1913,Beautiful Disruption,Jaden,ERYS (Deluxe),1,2019.0,9.0,23.0,83.5
2158,1914,Dixieland Delight,Alabama,Closer You Get,1,2019.0,9.0,23.0,83.5
2159,1918,Tunnel Vision,Kodak Black,Tunnel Vision,1,2019.0,9.0,23.0,83.5
2160,1922,The Valley,Velodrome,Theme From Schindlers List,1,2019.0,9.0,16.0,83.5
2161,1923,Solêr,Otto Totland,Pinô,1,2019.0,9.0,16.0,83.5
2162,1924,Squares of life,Piotr Miteska,Squares of Life,1,2019.0,9.0,16.0,83.5
2163,1925,The Art Of Love,Sahlene Williams,The Art Of Love,1,2019.0,9.0,16.0,83.5
2164,1926,Painting The Horizon,Deep Inside,Silent Shores,1,2019.0,9.0,16.0,83.5
2165,1927,Sea Of Tranquility,Julius Aston,Sea Of Tranquility,1,2019.0,9.0,16.0,83.5
2166,1928,Notte,scintillante,Notte,1,2019.0,9.0,16.0,83.5
2167,1929,Anona,Otto Totland,The Lost,1,2019.0,9.0,16.0,83.5
2168,1930,Sway,Józef Gatysik,Sway,1,2019.0,9.0,16.0,83.5
2169,1931,Paper Thin Reality,Ave Air,Paper Thin Reality,1,2019.0,9.0,16.0,83.5
2170,1932,Quiet Resource,Evelyn Stein,Quiet resource,1,2019.0,9.0,15.0,83.5
2171,1933,Reminisce in D,kvíðahópur,Reminisce in D,1,2019.0,9.0,15.0,83.5
2172,1934,Lakeshore,Wolfgang Snow,Frostbite,1,2019.0,9.0,15.0,83.5
2173,1935,Depths of Eternity,William Roud,Depths of Eternity,1,2019.0,9.0,15.0,83.5
2174,2562,White Lie,The Lumineers,Cleopatra (Deluxe),1,2020.0,8.0,7.0,83.5
2175,2563,Darlene,The Lumineers,The Lumineers (Deluxe Edition),1,2020.0,8.0,7.0,83.5
2176,2564,Donna,The Lumineers,Gloria Sparks,1,2020.0,8.0,7.0,83.5
2177,2566,Palace,Sam Smith,The Thrill of It All (Special Edition),1,2018.0,8.0,2.0,83.5
2178,2567,03 GLOW,Jor'dan Armstrong,Jesus Fashion and Beatz -The Mixtape- hosted by DJ DEX,1,2019.0,8.0,15.0,83.5
2179,2570,Never Ever Land,Trippie Redd,A Love Letter To You,1,2018.0,8.0,21.0,83.5
2180,2571,Black & White,Juice WRLD,Goodbye & Good Riddance,1,2018.0,8.0,20.0,83.5
2181,2572,Snow Tires,STRFKR,Vault Vol. 2,1,2018.0,8.0,0.0,83.5
2182,2573,Laa Loo,STRFKR,Vault Vol. 2,1,2018.0,8.0,0.0,83.5
2183,2574,Fuck Off,STRFKR,Vault Vol. 2,1,2018.0,8.0,0.0,83.5
2184,2575,Amanda,STRFKR,Vault Vol. 3,1,2018.0,8.0,0.0,83.5
2185,2576,Tape Machine,STRFKR,Being No One Going Nowhere,1,2018.0,8.0,0.0,83.5
2186,2578,Blisters,STRFKR,Vault Vol. 3,1,2018.0,8.0,0.0,83.5
2187,2579,Maria Reprise,STRFKR,Vault Vol. 3,1,2018.0,8.0,0.0,83.5
2188,2580,Downer,STRFKR,Vault Vol. 2,1,2018.0,8.0,0.0,83.5
2189,2581,Aliens,STRFKR,Vault Vol. 3,1,2018.0,8.0,0.0,83.5
2190,2582,Queer Bot,STRFKR,Vault Vol. 2,1,2018.0,8.0,0.0,83.5
2191,2583,Being No One Going Nowhere,STRFKR,Being No One Going Nowhere,1,2018.0,8.0,0.0,83.5
2192,2584,Vincent's Dancer,STRFKR,Vault Vol. 3,1,2018.0,8.0,0.0,83.5
2193,2585,Beat 4,STRFKR,Vault Vol. 2,1,2018.0,8.0,0.0,83.5
2194,2586,Lunar Sunrise,STRFKR,Vault Vol. 3,1,2018.0,8.0,0.0,83.5
2195,2723,St. Walker,Young the Giant,Young the Giant,1,2020.0,7.0,20.0,83.5
2196,2724,Art Exhibit,Young the Giant,Home of the Strange,1,2020.0,7.0,20.0,83.5
2197,2726,Never Had the Balls,Rex Orange County,Pony,1,2020.0,7.0,11.0,83.5
2198,2728,Cellar Door - Demo,Hippo Campus,Demos II,1,2019.0,7.0,10.0,83.5
2199,2730,Kentucky - Demo,Hippo Campus,Demos II,1,2019.0,7.0,10.0,83.5
2200,2828,Non je ne regrette rien,Édith Piaf,Eternelle,1,2019.0,7.0,19.0,83.5
2201,1646,My Lucky #3 - Audiotree Live Version,Mat Kerekes,Mat Kerekes on Audiotree Live,1,2019.0,9.0,14.0,83.0
2202,2315,Knock You Down,Keri Hilson,In a Perfect World...,1,2020.0,8.0,0.0,83.0
2203,2316,The Way,Ariana Grande,Yours Truly,1,2020.0,8.0,0.0,83.0
2204,2318,love yourself (interlude),XXXTentacion,?,1,2018.0,8.0,22.0,83.0
2205,2319,On My Mind (Jorja Smith X Preditah),Jorja Smith,On My Mind (Jorja Smith X Preditah),1,2018.0,8.0,16.0,83.0
2206,2634,Put That On My Set,A$AP Mob,Cozy Tapes: Vol. 1 Friends -,1,2017.0,8.0,19.0,83.0
2207,2698,Nasty Freestyle - The Replay,T-Wayne,Nasty Freestyle (The Replay),1,2019.0,7.0,11.0,83.0
2208,2699,I'm Shakin',Jack White,Blunderbuss,1,2019.0,7.0,11.0,83.0
