,index,Track,Artist,Album,Plays,Year,Month,Hour,Temperature
579,1374,I. The Worst Guys,Childish Gambino,Because the Internet,45,2019.0,5.0,13.0,71.0
580,930,Leave Me,Rich the Kid,The World is Yours,45,2018.0,9.0,14.0,69.0
581,1037,Salt and the Sea,The Lumineers,III,45,2020.0,3.0,13.0,58.0
582,195,Sundress,A$AP Rocky,Sundress,45,2018.0,11.0,13.0,54.5
583,1022,Black Beatles (feat. Gucci Mane),Rae Sremmurd,SremmLife 2 (Deluxe),45,2019.0,4.0,8.0,52.5
584,1094,Time to Pretend,MGMT,Oracular Spectacular,44,2019.0,6.0,14.0,78.75
585,1003,Too Good,Drake,Views,44,2017.0,5.0,11.5,74.25
586,989,STARGAZING,Travis Scott,ASTROWORLD,44,2018.0,8.0,13.5,71.0
587,851,Warm Glow,Hippo Campus,Warm Glow,44,2019.0,8.0,15.0,70.25
588,343,Opportunistic,Hippo Campus,Bashful Creatures,44,2019.0,8.0,14.0,64.75
589,811,Carry On,XXXTentacion,17,44,2018.0,10.0,6.5,61.0
590,199,Love/Paranoia,Tame Impala,Currents,44,2019.0,9.0,15.0,60.0
591,646,Pray For Me (with Kendrick Lamar),The Weeknd,Pray For Me (with Kendrick Lamar),44,2018.0,2.0,12.5,55.25
592,810,Numb,Phora,Yours Truly Forever,44,2018.0,9.5,6.0,55.0
593,889,Something Good,alt-J,An Awesome Wave,43,2018.0,6.0,15.0,78.0
594,1796,Don't Mind,Kent Jones,Don't Mind,43,2017.0,5.0,12.0,74.5
595,1274,Impossible,Travis Scott,Rodeo (Deluxe),43,2017.0,9.0,12.0,70.5
596,891,In Cold Blood,alt-J,RELAXER,42,2018.0,6.0,14.5,79.0
597,597,Mask Off,Future,FUTURE,42,2017.0,5.0,13.0,72.5
598,656,Rollin,Calvin Harris,Funk Wav Bounces Vol.1,42,2018.0,4.0,12.0,60.0
599,538,Silence,Marshmello,Silence,42,2018.0,9.0,16.0,59.25
